Facility ID,Facility Name,State,Region,Hospital Ownership,Hospital Type,Experience_Star,Readmission_Rate,HAI_SIR_Avg,MSPB,Quality,Value_Score,Focus_Flag
390001,GEISINGER-COMMUNITY MEDICAL CENTER,PA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.1,0.798,0.99,56.69029306791333,57.26292229082155,Low value (bottom 20%)
340042,ONSLOW MEMORIAL HOSPITAL,NC,South,Government - Hospital District or Authority,Acute Care Hospitals,2.0,16.4,0.4208,1.0,57.270647966621425,57.270647966621425,Low value (bottom 20%)
390115,JEFFERSON HEALTH- NORTHEAST,PA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.4,0.7204,1.05,60.150555471774,57.286243306451425,Low value (bottom 20%)
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,KY,South,Proprietary,Acute Care Hospitals,2.0,15.9,0.5118333333333334,1.03,59.00601551634578,57.28739370519007,Low value (bottom 20%)
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,3.0,16.1,0.2955,1.15,65.88297391042074,57.28954253080065,Low value (bottom 20%)
190318,ACADIAN MEDICAL CENTER,LA,South,Proprietary,Acute Care Hospitals,3.0,15.1,1.037,1.16,66.54149700899814,57.363359490515634,Low value (bottom 20%)
100248,HCA FLORIDA LARGO HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,15.6,0.28440000000000004,1.07,61.465088221987635,57.44400768410059,Low value (bottom 20%)
330198,MOUNT SINAI SOUTH NASSAU,NY,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.9,0.476,1.03,59.18614588046046,57.462277553845105,Low value (bottom 20%)
450584,WILBARGER GENERAL HOSPITAL,TX,South,Government - Hospital District or Authority,Acute Care Hospitals,,14.8,,1.03,59.21052631578946,57.48594787940724,Low value (bottom 20%)
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,16.2,0.4378,1.01,58.06238375307897,57.48750866641482,Low value (bottom 20%)
390304,ROXBOROUGH MEMORIAL HOSPITAL,PA,Northeast,Proprietary,Acute Care Hospitals,2.0,15.5,1.3824999999999998,0.98,56.383652541094854,57.534339327647814,Low value (bottom 20%)
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,GA,South,Voluntary non-profit - Other,Acute Care Hospitals,2.0,14.8,0.8426666666666667,1.08,62.167512860470175,57.562511907842755,Low value (bottom 20%)
100080,HCA FLORIDA JFK HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,16.1,0.6154999999999999,1.0,57.60770120142763,57.60770120142763,Low value (bottom 20%)
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,15.5,0.22139999999999999,1.08,62.22037902779872,57.61146206277659,Low value (bottom 20%)
180029,HAZARD ARH REGIONAL MEDICAL CENTER,KY,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.7,1.1466,1.06,61.07826873774695,57.6210082431575,Low value (bottom 20%)
330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.7,0.3862,1.05,60.514753933544476,57.63309898432807,Low value (bottom 20%)
230104,HARPER UNIVERSITY HOSPITAL,MI,Midwest,Proprietary,Acute Care Hospitals,1.0,15.2,0.6376000000000001,0.95,54.77730860101544,57.66032484317415,Low value (bottom 20%)
390237,REGIONAL HOSPITAL OF SCRANTON,PA,Northeast,Proprietary,Acute Care Hospitals,2.0,15.5,0.2096,1.08,62.27969637560951,57.666385532971766,Low value (bottom 20%)
100209,HCA FLORIDA KENDALL HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,15.7,0.26333333333333336,1.06,61.13239162854606,57.672067574100055,Low value (bottom 20%)
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,TX,South,Government - Hospital District or Authority,Acute Care Hospitals,,15.0,,0.98,56.57894736842105,57.733619763694946,Low value (bottom 20%)
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.0,0.441,1.02,58.92349067511185,57.768128112854754,Low value (bottom 20%)
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,NV,West,Proprietary,Acute Care Hospitals,2.0,14.7,,0.87,50.26315789473685,57.77374470659408,Low value (bottom 20%)
190040,SLIDELL MEMORIAL HOSPITAL,LA,South,Government - Hospital District or Authority,Acute Care Hospitals,2.0,16.0,0.8952,0.98,56.640275473784754,57.79619946304567,Low value (bottom 20%)
100168,BOCA RATON REGIONAL HOSPITAL,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.7,0.3473333333333333,1.05,60.71013254243536,57.81917384993844,Low value (bottom 20%)
360051,MIAMI VALLEY HOSPITAL,OH,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.0,0.42483333333333334,1.02,59.004758792875215,57.847802738112954,Low value (bottom 20%)
150056,INDIANA UNIVERSITY HEALTH,IN,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.3,0.6875,1.05,60.75453677172874,57.861463592122604,Low value (bottom 20%)
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,3.0,17.0,0.4137999999999999,1.06,61.34092394309556,57.868796172731656,Low value (bottom 20%)
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,16.2,0.359,1.01,58.458502991001865,57.87970593168502,Low value (bottom 20%)
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,TN,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.8,0.54,1.1,63.68898607550394,57.899078250458125,Low value (bottom 20%)
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.7,0.7418,1.09,63.113155381289914,57.90197741402744,Low value (bottom 20%)
450638,HCA HOUSTON HEALTHCARE NORTHWEST,TX,South,Proprietary,Acute Care Hospitals,2.0,15.6,0.18380000000000002,1.07,61.97079374654402,57.9166296696673,Low value (bottom 20%)
230146,WYANDOTTE HOSPITAL AND MEDICAL CENTER,MI,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.5,0.6156666666666667,1.04,60.23844233314901,57.92157916648943,Low value (bottom 20%)
100316,PALM BAY HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,15.3,0.7895000000000001,1.04,60.24179359573719,57.924801534362686,Low value (bottom 20%)
140294,DEACONESS ILLINOIS CROSSROADS,IL,Midwest,Proprietary,Acute Care Hospitals,4.0,15.6,,1.11,64.34210526315789,57.96586059743954,Low value (bottom 20%)
220176,ST VINCENT HOSPITAL,MA,Northeast,Proprietary,Acute Care Hospitals,1.0,14.8,0.3504,1.0,57.97541848891569,57.97541848891569,Low value (bottom 20%)
440061,VOLUNTEER COMMUNITY HOSPITAL,TN,South,Proprietary,Acute Care Hospitals,4.0,14.8,,1.2,69.60526315789473,58.004385964912274,Low value (bottom 20%)
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,South,Proprietary,Acute Care Hospitals,2.0,16.1,0.5330000000000001,1.0,58.02241994671491,58.02241994671491,Low value (bottom 20%)
260177,LIBERTY HOSPITAL,MO,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,3.0,16.8,0.6643999999999999,1.05,60.95837731865481,58.05559744633791,Low value (bottom 20%)
360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,Midwest,Voluntary non-profit - Church,Acute Care Hospitals,2.0,15.4,0.7854,1.03,59.823807369426426,58.08136637808391,Low value (bottom 20%)
450484,WOODLAND HEIGHTS MEDICAL CENTER,TX,South,Proprietary,Acute Care Hospitals,2.0,16.4,0.258,1.0,58.089026290655006,58.089026290655006,Low value (bottom 20%)
100002,BETHESDA HOSPITAL EAST,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.9,0.4542,1.02,59.295732167093945,58.13307075205289,Low value (bottom 20%)
150075,BLUFFTON REGIONAL MEDICAL CENTER,IN,Midwest,Proprietary,Acute Care Hospitals,,15.1,,0.95,55.26315789473685,58.17174515235458,Low value (bottom 20%)
330240,HARLEM HOSPITAL CENTER,NY,Northeast,Voluntary non-profit - Other,Acute Care Hospitals,1.0,15.1,0.506,0.96,55.87744432715025,58.20567117411485,Low value (bottom 20%)
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.9,0.612,1.08,62.888453224752425,58.230049282178165,Low value (bottom 20%)
500031,GRAYS HARBOR COMMUNITY HOSPITAL,WA,West,Voluntary non-profit - Private,Acute Care Hospitals,1.0,14.9,0.548,0.97,56.543507766551045,58.29227604799077,Low value (bottom 20%)
230041,MCLAREN BAY REGION,MI,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.3,0.1868,1.01,58.8855376263007,58.30251250128782,Low value (bottom 20%)
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,MO,Midwest,Voluntary non-profit - Church,Acute Care Hospitals,2.0,15.1,0.4006666666666667,1.08,63.07361048274938,58.401491187730905,Low value (bottom 20%)
140067,SAINT FRANCIS MEDICAL CENTER,IL,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.0,0.8898333333333334,0.97,56.6672531376196,58.419848595484126,Low value (bottom 20%)
140184,HEARTLAND REGIONAL MEDICAL CENTER,IL,Midwest,Proprietary,Acute Care Hospitals,3.0,16.6,0.297,1.09,63.682451113457,58.424267076566046,Low value (bottom 20%)
180040,UOFL HEALTH - JEWISH HOSPITAL and Mary & Elizabeth Hospital,KY,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.6,0.7646,1.01,59.051173779721516,58.46650869279358,Low value (bottom 20%)
110071,APPLING HEALTHCARE,GA,South,Government - Hospital District or Authority,Acute Care Hospitals,,15.3,,0.9,52.63157894736841,58.479532163742675,Low value (bottom 20%)
190256,STERLING SURGICAL HOSPITAL,LA,South,Proprietary,Acute Care Hospitals,,15.3,,0.9,52.63157894736841,58.479532163742675,Low value (bottom 20%)
250027,WINSTON MEDICAL CENTER,MS,South,Voluntary non-profit - Private,Acute Care Hospitals,,14.9,,0.99,57.89473684210525,58.47953216374268,Low value (bottom 20%)
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,LA,South,Government - Hospital District or Authority,Acute Care Hospitals,4.0,16.6,2.4245,1.02,59.65440104559392,58.48470690744502,Low value (bottom 20%)
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.4,0.3514,1.06,62.00547931433167,58.49573520219969,Low value (bottom 20%)
310054,HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,Northeast,Proprietary,Acute Care Hospitals,2.0,15.1,0.37760000000000005,1.08,63.1895641683004,58.50885571138925,Low value (bottom 20%)
360054,HOLZER MEDICAL CENTER,OH,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,3.0,14.9,1.0635,1.15,67.28547730357413,58.50911069876011,Low value (bottom 20%)
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.1,0.2602,1.09,63.77972151007892,58.51350597254947,Low value (bottom 20%)
100173,ADVENTHEALTH TAMPA,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.3,0.6653333333333333,1.04,60.86596625278573,58.52496755075551,Low value (bottom 20%)
340126,WILSON MEDICAL CENTER,NC,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.1,1.88675,0.95,55.60322726587242,58.529712911444655,Low value (bottom 20%)
450644,HCA HOUSTON HEALTHCARE WEST,TX,South,Proprietary,Acute Care Hospitals,2.0,15.6,0.8644000000000001,1.0,58.54948977027095,58.54948977027095,Low value (bottom 20%)
140280,TRINITY ROCK ISLAND,IL,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.4,0.6882,1.03,60.312421454783085,58.555748985226295,Low value (bottom 20%)
360137,UH CLEVELAND MEDICAL CENTER,OH,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,3.0,16.4,0.9068333333333333,1.05,61.4940766433754,58.56578727940514,Low value (bottom 20%)
150017,LUTHERAN HOSPITAL OF INDIANA,IN,Midwest,Proprietary,Acute Care Hospitals,2.0,15.3,0.30700000000000005,1.07,62.66726989393254,58.5675419569463,Low value (bottom 20%)
370106,INTEGRIS SOUTHWEST MEDICAL CENTER,OK,South,Voluntary non-profit - Private,Acute Care Hospitals,3.0,15.1,0.7531666666666667,1.16,67.96829705591581,58.59335953096191,Low value (bottom 20%)
360070,MERCY MEDICAL CENTER,OH,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.4,1.0258,1.0,58.61534208012868,58.61534208012868,Low value (bottom 20%)
250099,GREENWOOD LEFLORE HOSPITAL,MS,South,Government - Local,Acute Care Hospitals,,14.8,,1.01,59.21052631578946,58.62428348097966,Low value (bottom 20%)
360218,LICKING MEMORIAL HOSPITAL,OH,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,3.0,16.1,1.7378,1.0,58.63268486402251,58.63268486402251,Low value (bottom 20%)
220100,SOUTH SHORE HOSPITAL,MA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,3.0,17.4,0.7182000000000001,0.99,58.056351480420254,58.642779273151774,Low value (bottom 20%)
330136,BASSETT HEALTHCARE,NY,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.6,0.9603999999999999,0.99,58.066907957573015,58.65344238138688,Low value (bottom 20%)
180044,PIKEVILLE MEDICAL CENTER,KY,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.0,1.0711666666666666,0.95,55.755709713634616,58.69022075119433,Low value (bottom 20%)
140164,MEMORIAL HOSPITAL OF CARBONDALE,IL,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,3.0,16.1,0.9019999999999999,1.07,62.8341627708239,58.72351660824663,Low value (bottom 20%)
310061,VIRTUA WILLINGBORO HOSPITAL,NJ,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.8,0.6890000000000001,1.07,62.93997888704569,58.82241017480905,Low value (bottom 20%)
180050,HARLAN ARH HOSPITAL,KY,South,Voluntary non-profit - Other,Acute Care Hospitals,2.0,16.5,0.606,0.95,55.90107072839692,58.84323234568097,Low value (bottom 20%)
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,NM,West,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.2,1.3872,0.98,57.6758156135324,58.85287307503306,Low value (bottom 20%)
230015,THREE RIVERS HEALTH,MI,Midwest,Government - Hospital District or Authority,Acute Care Hospitals,3.0,15.0,,0.99,58.28947368421052,58.878256246677296,Low value (bottom 20%)
140114,SWEDISH HOSPITAL,IL,Midwest,Voluntary non-profit - Church,Acute Care Hospitals,2.0,14.7,0.6402,1.08,63.62388779972855,58.91100722197088,Low value (bottom 20%)
510070,RALEIGH GENERAL HOSPITAL,WV,South,Proprietary,Acute Care Hospitals,2.0,15.7,0.35350000000000004,1.03,60.67913336349469,58.91177996455795,Low value (bottom 20%)
230141,MCLAREN FLINT,MI,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.0,0.4426,1.0,58.91544764490022,58.91544764490022,Low value (bottom 20%)
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",OH,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,3.0,15.9,1.0348333333333333,1.07,63.04361668258516,58.91926792764968,Low value (bottom 20%)
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,South,Proprietary,Acute Care Hospitals,2.0,14.6,1.1913333333333334,1.04,61.29199550930813,58.93461106664243,Low value (bottom 20%)
370099,HILLCREST HOSPITAL CUSHING,OK,South,Proprietary,Acute Care Hospitals,,15.0,,0.96,56.57894736842105,58.936403508771924,Low value (bottom 20%)
320001,UNM HOSPITAL,NM,West,Government - State,Acute Care Hospitals,2.0,15.3,1.0466666666666666,1.0,58.94904405234672,58.94904405234672,Low value (bottom 20%)
140082,LOUIS A WEISS MEMORIAL HOSPITAL,IL,Midwest,Proprietary,Acute Care Hospitals,,16.1,0.661,1.12,66.06846629467651,58.98970204881831,Low value (bottom 20%)
390156,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,PA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.0,0.8304000000000002,1.04,61.351983109636556,58.99229145157361,Low value (bottom 20%)
340129,DUKE HEALTH LAKE NORMAN HOSPITAL,NC,South,Proprietary,Acute Care Hospitals,1.0,15.3,0.415,0.94,55.457698687980695,58.99755179572415,Low value (bottom 20%)
500015,MULTICARE AUBURN MEDICAL CENTER,WA,West,Voluntary non-profit - Private,Acute Care Hospitals,1.0,15.1,0.34700000000000003,0.96,56.67672045443121,59.03825047336585,Low value (bottom 20%)
220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,MA,Northeast,Voluntary non-profit - Other,Acute Care Hospitals,2.0,15.5,0.38325,1.04,61.4067762529533,59.04497716630125,Low value (bottom 20%)
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,TX,South,Proprietary,Acute Care Hospitals,2.0,15.4,0.34933333333333333,1.05,62.01586822835503,59.062731646052406,Low value (bottom 20%)
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Midwest,Voluntary non-profit - Church,Acute Care Hospitals,2.0,15.8,0.9398333333333334,0.97,57.29310142596223,59.065053016455906,Low value (bottom 20%)
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.1,0.13833333333333334,1.09,64.39233231119825,59.0755342304571,Low value (bottom 20%)
230193,MCLAREN LAPEER REGION,MI,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,1.0,14.6,1.0105000000000002,0.94,55.534358819685316,59.07910512732481,Low value (bottom 20%)
220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,MA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.9,0.5462,1.07,63.219222842205795,59.08338583383719,Low value (bottom 20%)
450196,PARIS REGIONAL MEDICAL CENTER,TX,South,Proprietary,Acute Care Hospitals,2.0,15.4,0.22479999999999997,1.06,62.64188407982707,59.09611705644063,Low value (bottom 20%)
330199,METROPOLITAN HOSPITAL CENTER,NY,Northeast,Government - Local,Acute Care Hospitals,2.0,15.1,0.0145,1.1,65.0148293369527,59.10439030632063,Low value (bottom 20%)
260193,ST MARY'S MEDICAL CENTER,MO,Midwest,Proprietary,Acute Care Hospitals,2.0,17.0,0.0,0.96,56.75438596491228,59.119152046783626,Low value (bottom 20%)
220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.3,0.49266666666666664,0.97,57.347978350843675,59.121627165818225,Low value (bottom 20%)
510022,CHARLESTON AREA MEDICAL CENTER,WV,South,Voluntary non-profit - Private,Acute Care Hospitals,3.0,16.7,0.9993333333333334,1.01,59.713299485581196,59.122078698595246,Low value (bottom 20%)
410004,ROGER WILLIAMS MEDICAL CENTER,RI,Northeast,Proprietary,Acute Care Hospitals,2.0,15.7,0.4242,1.02,60.323731966018194,59.1409136921747,Low value (bottom 20%)
100287,GOOD SAMARITAN MEDICAL CENTER,FL,South,Proprietary,Acute Care Hospitals,2.0,15.8,0.572,1.0,59.142160558990604,59.142160558990604,Low value (bottom 20%)
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,TX,South,Proprietary,Acute Care Hospitals,3.0,14.6,,1.03,60.921052631578945,59.14665304036791,Low value (bottom 20%)
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,NV,West,Voluntary non-profit - Private,Acute Care Hospitals,3.0,15.2,0.4138,1.17,69.23566078520082,59.175778448889595,Low value (bottom 20%)
330235,AUBURN  COMMUNITY  HOSPITAL,NY,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,1.0,15.6,0.0,0.95,56.228070175438596,59.18744228993537,Low value (bottom 20%)
140059,JERSEY COMMUNITY HOSPITAL,IL,Midwest,Government - Local,Acute Care Hospitals,,14.8,,1.0,59.21052631578946,59.21052631578946,Low value (bottom 20%)
670005,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,TX,South,Proprietary,Acute Care Hospitals,,14.8,,1.0,59.21052631578946,59.21052631578946,Low value (bottom 20%)
450133,MIDLAND MEMORIAL HOSPITAL,TX,South,Government - Hospital District or Authority,Acute Care Hospitals,3.0,14.9,0.9030000000000001,1.15,68.09229377167848,59.210690236242165,Low value (bottom 20%)
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.0,0.6188333333333333,0.98,58.02954137971481,59.213817734402866,Low value (bottom 20%)
420048,KERSHAWHEALTH,SC,South,Proprietary,Acute Care Hospitals,2.0,14.6,0.424,1.1,65.14929874830342,59.22663522573038,Low value (bottom 20%)
450451,GLEN ROSE MEDICAL CENTER,TX,South,Government - Hospital District or Authority,Acute Care Hospitals,,14.7,,1.02,60.52631578947369,59.339525283797734,Low value (bottom 20%)
420002,PIEDMONT MEDICAL CENTER,SC,South,Proprietary,Acute Care Hospitals,1.0,14.0,0.41179999999999994,1.03,61.175539134368876,59.393727314921236,Low value (bottom 20%)
180116,JACKSON PURCHASE MEDICAL CENTER,KY,South,Government - Hospital District or Authority,Acute Care Hospitals,3.0,15.3,1.5715000000000001,1.06,62.9774292464686,59.41266910044207,Low value (bottom 20%)
360276,HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,OH,Midwest,Voluntary non-profit - Church,Acute Care Hospitals,3.0,16.6,1.0222000000000002,1.01,60.036947670034685,59.442522445578895,Low value (bottom 20%)
460003,HOLY CROSS HOSPITAL - SALT LAKE,UT,West,Proprietary,Acute Care Hospitals,2.0,14.5,0.695,1.08,64.22560699743629,59.46815462725582,Low value (bottom 20%)
670047,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,TX,South,Proprietary,Acute Care Hospitals,2.0,15.1,0.8805999999999999,1.02,60.66103654551853,59.471604456390715,Low value (bottom 20%)
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.6,0.6784,1.0,59.4844920323732,59.4844920323732,Low value (bottom 20%)
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.7,0.109,1.04,61.90820891770975,59.52712395933629,Low value (bottom 20%)
260113,MISSOURI DELTA MEDICAL CENTER,MO,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.3,0.9275,1.0,59.548082239983906,59.548082239983906,Low value (bottom 20%)
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,15.9,0.638,0.98,58.3717890715327,59.56305007299255,Low value (bottom 20%)
440003,HIGHPOINT HEALTH-SUMNER WITH ASCENSION SAINT THOMA,TN,South,Proprietary,Acute Care Hospitals,2.0,15.9,0.2818,1.01,60.16236867239733,59.56670165583894,Low value (bottom 20%)
390204,NAZARETH HOSPITAL,PA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.5,0.9104999999999999,1.06,63.142311365807075,59.56821826962931,Low value (bottom 20%)
520097,ST MARYS HOSPITAL MEDICAL CTR,WI,Midwest,Voluntary non-profit - Other,Acute Care Hospitals,2.0,14.7,0.964,1.04,61.99617956064949,59.61171111600912,Low value (bottom 20%)
100191,HCA FLORIDA TRINITY HOSPITAL,FL,South,Proprietary,Acute Care Hospitals,2.0,15.7,0.44300000000000006,1.01,60.22922636103152,59.63289738715992,Low value (bottom 20%)
340099,VIDANT ROANOKE CHOWAN HOSPITAL,NC,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,16.2,0.7155,0.95,56.66641532197255,59.64885823365532,Low value (bottom 20%)
390173,INDIANA REGIONAL MEDICAL CENTER,PA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.8,0.7046000000000001,0.98,58.475594430201575,59.668973908368955,Low value (bottom 20%)
100018,NAPLES COMMUNITY HOSPITAL,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.0,0.9268333333333333,1.02,60.8672229762563,59.67374801593755,Low value (bottom 20%)
260095,CENTERPOINT MEDICAL CENTER,MO,Midwest,Proprietary,Acute Care Hospitals,2.0,15.3,0.3084,1.05,62.66023224249736,59.67641165952129,Low value (bottom 20%)
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,NV,West,Proprietary,Acute Care Hospitals,3.0,16.0,0.5476,1.09,65.05429045392852,59.682835278833494,Low value (bottom 20%)
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,TX,South,Proprietary,Acute Care Hospitals,2.0,14.9,1.0115,1.02,60.8802091187855,59.68647952822108,Low value (bottom 20%)
160013,TRINITY MUSCATINE,IA,Midwest,Voluntary non-profit - Private,Acute Care Hospitals,2.0,13.9,,0.93,55.52631578947368,59.70571590265987,Low value (bottom 20%)
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,South,Voluntary non-profit - Other,Acute Care Hospitals,2.0,14.5,1.4712,1.01,60.323731966018194,59.72646729308732,Low value (bottom 20%)
340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.4,1.0406666666666664,0.98,58.540608924412275,59.73531522899212,Low value (bottom 20%)
220033,NORTHEAST HOSPITAL CORPORATION,MA,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,2.0,15.8,0.6866,0.98,58.56607852008244,59.76130461232902,Low value (bottom 20%)
140080,SAINT FRANCIS HOSPITAL-EVANSTON,IL,Midwest,Voluntary non-profit - Church,Acute Care Hospitals,3.0,15.9,0.7344999999999999,1.08,64.5533604785603,59.77163007274101,Low value (bottom 20%)
100019,HOLMES REGIONAL MEDICAL CENTER,FL,South,Voluntary non-profit - Private,Acute Care Hospitals,2.0,14.8,0.3621666666666667,1.08,64.58293537090098,59.79901423231572,Low value (bottom 20%)
330202,KINGS COUNTY HOSPITAL CENTER,NY,Northeast,Government - Local,Acute Care Hospitals,2.0,14.9,0.9872,1.02,61.002362640124666,59.80623788247516,Low value (bottom 20%)
500037,ASTRIA TOPPENISH HOSPITAL,WA,West,Voluntary non-profit - Private,Acute Care Hospitals,,14.8,,0.99,59.21052631578946,59.808612440191375,Low value (bottom 20%)
490067,BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,South,Proprietary,Acute Care Hospitals,3.0,15.8,0.4548,1.11,66.39797918865933,59.81799926906246,Low value (bottom 20%)
450653,SCENIC MOUNTAIN MEDICAL CENTER,TX,South,Proprietary,Acute Care Hospitals,,15.1,0.695,1.21,72.39104207510181,59.82730750008414,Low value (bottom 20%)
310022,WEST JERSEY HOSPITAL,NJ,Northeast,Voluntary non-profit - Private,Acute Care Hospitals,3.0,16.8,0.5249999999999999,1.03,61.65912632584326,59.86322944256627,Low value (bottom 20%)
450634,MEDICAL CITY DENTON,TX,South,Proprietary,Acute Care Hospitals,2.0,15.5,0.1902,1.04,62.377218116925555,59.97809434319765,Low value (bottom 20%)
